年度,月份,光電站名稱,單機容量(kW),發電量(度),平均單位裝置容量每日發電量,地址,緯度,經度
2018,6,卓蘭光電,41.9,3945,3.138424821,苗栗縣卓蘭鎮老庄里,24.31509,120.83057
2018,6,台中電廠生水池,2123.04,232827,3.655559952,台中市龍井區,24.212951,120.490587
2018,6,龍井光電,6485.94,775629,3.986207088,臺中市龍井區福田里,24.20905,120.49464
2018,6,后里光電,91.125,9947,3.638591678,臺中市后里區廣福里,24.296014,120.727262
2018,6,民雄光電,60,3018,1.676666667,嘉義縣民雄鄉文隆村,23.539493,120.425713
2018,6,永安鹽灘光電,4636.8,521106,3.746161146,高雄市永安區鹽田里,22.838301,120.206682
2018,6,興達電廠生水池,1627.65,186668,3.822852988,高雄市永安區興達路6號,22.85893,120.2006475
2018,6,路北光電,60.03,6117,3.396635016,高雄市路竹區後鄉里,22.83792,120.247142
2018,6,核三廠光電,1458.24,158053,3.612871224,屏東縣恆春鎮南灣里,21.95814,120.7518569
2018,6,澎湖光電,70.61,8002,3.777557475,澎湖縣湖西鄉尖山村,23.5636,119.659678
2018,6,七美光電I,154.56,13802,2.976621808,澎湖縣七美鄉南港村,23.205850,119.442097
2018,6,金門光電,528,48048,3.033333333,金門縣金沙鎮西園里,24.4993,118.40342
2018,7,大潭光電,651.42,84461,4.182475802,桃園市觀音區大潭里電廠路1號,25.03115,121.0529
2018,7,中大光電,40.25,3839,3.076738129,桃園市中壢區三民里,24.972137,121.200708
2018,7,中部儲運光電,91.8,9937,3.491812496,臺中市后里區后里里,24.323175,120.726434
2018,7,新伯公光電,115.8,9078,2.52883169,臺中市東勢區上城里,24.221311,120.842605
2018,7,卓蘭光電,41.9,3540,2.725383016,苗栗縣卓蘭鎮老庄里,24.31509,120.83057
2018,7,台中電廠生水池,2123.04,261553,3.974109554,台中市龍井區,24.212951,120.490587
2018,7,龍井光電,6485.94,717856,3.570283592,臺中市龍井區福田里,24.20905,120.49464
2018,7,后里光電,91.125,9884,3.498915881,臺中市后里區廣福里,24.296014,120.727262
2018,7,民雄光電,60,3314,1.78172043,嘉義縣民雄鄉文隆村,23.539493,120.425713
2018,7,永安鹽灘光電,4636.8,602098,4.188775908,高雄市永安區鹽田里,22.838301,120.206682
2018,7,興達電廠生水池,1627.65,184682,3.66017502,高雄市永安區興達路6號,22.85893,120.2006475
2018,7,路北光電,60.03,6687,3.593364608,高雄市路竹區後鄉里,22.83792,120.247142
2018,7,核三廠光電,1458.24,165510,3.661285013,屏東縣恆春鎮南灣里,21.95814,120.7518569
2018,7,澎湖光電,70.61,8678,3.964530291,澎湖縣湖西鄉尖山村,23.5636,119.659678
2018,7,七美光電I,154.56,15337,3.200970079,澎湖縣七美鄉南港村,23.205850,119.442097
2018,7,金門光電,528,55925,3.416727761,金門縣金沙鎮西園里,24.4993,118.40342
2018,8,大潭光電,651.42,75631,3.75,桃園市觀音區大潭里電廠路1號,25.03115,121.0529
2018,8,中大光電,40.25,4084,3.27,桃園市中壢區三民里,24.972137,121.200708
2018,8,中部儲運光電,91.8,8801,3.09,臺中市后里區后里里,24.323175,120.726434
2018,8,新伯公光電,115.8,8801,2.45,臺中市東勢區上城里,24.221311,120.842605
2018,8,卓蘭光電,41.9,3576,2.75,苗栗縣卓蘭鎮老庄里,24.31509,120.83057
2018,8,台中電廠生水池,2123.04,225280,3.42,台中市龍井區,24.212951,120.490587
2018,8,龍井光電,6485.94,624547,3.11,臺中市龍井區福田里,24.20905,120.49464
2018,8,后里光電,91.125,8845,3.13,臺中市后里區廣福里,24.296014,120.727262
2018,8,民雄光電,60,3082,1.66,嘉義縣民雄鄉文隆村,23.539493,120.425713
2018,8,永安鹽灘光電,4636.8,398456,2.77,高雄市永安區鹽田里,22.838301,120.206682
2018,8,興達電廠生水池,1627.65,158497,3.14,高雄市永安區興達路6號,22.85893,120.2006475
2018,8,路北光電,60.03,5108,2.74,高雄市路竹區後鄉里,22.83792,120.247142
2018,8,核三廠光電,1458.24,107578,2.38,屏東縣恆春鎮南灣里,21.95814,120.7518569
2018,8,澎湖光電,70.61,7628,3.48,澎湖縣湖西鄉尖山村,23.5636,119.659678
2018,8,七美光電I,154.56,11957,2.5,澎湖縣七美鄉南港村,23.205850,119.442097
2018,8,金門光電,528,46402,2.83,金門縣金沙鎮西園里,24.4993,118.40342
2018,9,大潭光電,651.42,68884,3.52,桃園市觀音區大潭里電廠路1號,25.03115,121.0529
2018,9,中大光電,40.25,4070,3.37,桃園市中壢區三民里,24.972137,121.200708
2018,9,中部儲運光電,91.8,9365,3.4,臺中市后里區后里里,24.323175,120.726434
2018,9,新伯公光電,115.8,10081,2.9,臺中市東勢區上城里,24.221311,120.842605
2018,9,卓蘭光電,41.9,4338,3.45,苗栗縣卓蘭鎮老庄里,24.31509,120.83057
2018,9,台中電廠生水池,2123.04,256297,4.02,台中市龍井區,24.212951,120.490587
2018,9,龍井光電,6485.94,679234,3.49,臺中市龍井區福田里,24.20905,120.49464
2018,9,后里光電,91.125,9433,3.45,臺中市后里區廣福里,24.296014,120.727262
2018,9,民雄光電,60,3331,1.85,嘉義縣民雄鄉文隆村,23.539493,120.425713
2018,9,永安鹽灘光電,4636.8,600805,4.32,高雄市永安區鹽田里,22.838301,120.206682
2018,9,興達電廠生水池,1627.65,213823,4.38,高雄市永安區興達路6號,22.85893,120.2006475
2018,9,路北光電,60.03,7308,4.06,高雄市路竹區後鄉里,22.83792,120.247142
2018,9,核三廠光電,1458.24,145338,3.32,屏東縣恆春鎮南灣里,21.95814,120.7518569
2018,9,澎湖光電,70.61,7859,3.71,澎湖縣湖西鄉尖山村,23.5636,119.659678
2018,9,七美光電I,154.56,15254,3.29,澎湖縣七美鄉南港村,23.205850,119.442097
2018,9,金門光電,528,50790,3.21,金門縣金沙鎮西園里,24.4993,118.40342
2018,10,大潭光電,651.42,64117,3.18,桃園市觀音區大潭里電廠路1號,25.03115,121.0529
2018,10,中大光電,40.25,3270,2.62,桃園市中壢區三民里,24.972137,121.200708
2018,10,中部儲運光電,91.8,9760,3.43,臺中市后里區后里里,24.323175,120.726434
2018,10,新伯公光電,115.8,10347,2.88,臺中市東勢區上城里,24.221311,120.842605
2018,10,卓蘭光電,41.9,4371,3.37,苗栗縣卓蘭鎮老庄里,24.31509,120.83057
2018,10,台中電廠生水池,2123.04,244534,3.72,台中市龍井區,24.212951,120.490587
2018,10,龍井光電,6485.94,708449,3.52,臺中市龍井區福田里,24.20905,120.49464
2018,10,后里光電,91.125,4907,1.74,臺中市后里區廣福里,24.296014,120.727262
2018,10,民雄光電,60,3278,1.76,嘉義縣民雄鄉文隆村,23.539493,120.425713
2018,10,永安鹽灘光電,4636.8,572710,3.98,高雄市永安區鹽田里,22.838301,120.206682
2018,10,興達電廠生水池,1627.65,205053,4.06,高雄市永安區興達路6號,22.85893,120.2006475
2018,10,路北光電,60.03,7134,3.83,高雄市路竹區後鄉里,22.83792,120.247142
2018,10,核三廠光電,1458.24,143340,3.17,屏東縣恆春鎮南灣里,21.95814,120.7518569
2018,10,澎湖光電,70.61,8674,3.96,澎湖縣湖西鄉尖山村,23.5636,119.659678
2018,10,七美光電I,154.56,45770,9.55,澎湖縣七美鄉南港村,23.205850,119.442097
2018,10,金門光電,528,50683,3.1,金門縣金沙鎮西園里,24.4993,118.40342
2018,11,大潭光電,651.42,47366,2.42,桃園市觀音區大潭里電廠路1號,25.03115,121.0529
2018,11,中大光電,40.25,2568,2.13,桃園市中壢區三民里,24.972137,121.200708
2018,11,中部儲運光電,91.8,6674,2.42,臺中市后里區后里里,24.323175,120.726434
2018,11,新伯公光電,115.8,7426,2.14,臺中市東勢區上城里,24.221311,120.842605
2018,11,卓蘭光電,41.9,3259,2.59,苗栗縣卓蘭鎮老庄里,24.31509,120.83057
2018,11,台中電廠生水池,2123.04,174072,2.73,台中市龍井區,24.212951,120.490587
2018,11,龍井光電,6485.94,568164,2.92,臺中市龍井區福田里,24.20905,120.49464
2018,11,后里光電,91.125,3405,1.25,臺中市后里區廣福里,24.296014,120.727262
2018,11,民雄光電,60,2190,1.22,嘉義縣民雄鄉文隆村,23.539493,120.425713
2018,11,永安鹽灘光電,4636.8,456901,3.28,高雄市永安區鹽田里,22.838301,120.206682
2018,11,興達電廠生水池,1627.65,157683,3.23,高雄市永安區興達路6號,22.85893,120.2006475
2018,11,路北光電,60.03,5606,3.11,高雄市路竹區後鄉里,22.83792,120.247142
2018,11,核三廠光電,1458.24,142773,3.26,屏東縣恆春鎮南灣里,21.95814,120.7518569
2018,11,澎湖光電,70.61,6001,2.83,澎湖縣湖西鄉尖山村,23.5636,119.659678
2018,11,七美光電I,154.56,30237,6.52,澎湖縣七美鄉南港村,23.205850,119.442097
2018,11,金門光電,528,38940,2.46,金門縣金沙鎮西園里,24.4993,118.40342
2018,12,大潭光電,651.42,78457,3.89,桃園市觀音區大潭里電廠路1號,25.03115,121.0529
2018,12,中大光電,40.25,2575,2.06,桃園市中壢區三民里,24.972137,121.200708
2018,12,中部儲運光電,91.8,6622,2.33,臺中市后里區后里里,24.323175,120.726434
2018,12,新伯公光電,115.8,8636,2.41,臺中市東勢區上城里,24.221311,120.842605
2018,12,卓蘭光電,41.9,3569,2.75,苗栗縣卓蘭鎮老庄里,24.31509,120.83057
2018,12,台中電廠生水池,2123.04,178306,2.71,台中市龍井區,24.212951,120.490587
2018,12,龍井光電,6485.94,608609,3.03,臺中市龍井區福田里,24.20905,120.49464
2018,12,后里光電,91.125,3679,1.3,臺中市后里區廣福里,24.296014,120.727262
2018,12,民雄光電,60,2217,1.19,嘉義縣民雄鄉文隆村,23.539493,120.425713
2018,12,永安鹽灘光電,4636.8,501575,3.49,高雄市永安區鹽田里,22.838301,120.206682
2018,12,興達電廠生水池,1627.65,162634,3.22,高雄市永安區興達路6號,22.85893,120.2006475
2018,12,路北光電,60.03,6218,3.34,高雄市路竹區後鄉里,22.83792,120.247142
2018,12,核三廠光電,1458.24,142058,3.14,屏東縣恆春鎮南灣里,21.95814,120.7518569
2018,12,澎湖光電,70.61,5071,2.32,澎湖縣湖西鄉尖山村,23.5636,119.659678
2018,12,七美光電I,154.56,25475,5.32,澎湖縣七美鄉南港村,23.205850,119.442097
2018,12,金門光電,528,39437,2.41,金門縣金沙鎮西園里,24.4993,118.40342
2019,1,大潭光電,651.42,40503,2.01,桃園市觀音區大潭里電廠路1號,25.03115,121.0529
2019,1,中大光電,40.25,2593,2.08,桃園市中壢區三民里,24.972137,121.200708
2019,1,中部儲運光電,91.8,6710,2.36,臺中市后里區后里里,24.323175,120.726434
2019,1,新伯公光電,115.8,7937,2.21,臺中市東勢區上城里,24.221311,120.842605
2019,1,卓蘭光電,41.9,3540,2.73,苗栗縣卓蘭鎮老庄里,24.31509,120.83057
2019,1,台中電廠生水池,2123.04,166846,2.54,台中市龍井區,24.212951,120.490587
2019,1,龍井光電,6485.94,546490,2.72,臺中市龍井區福田里,24.20905,120.49464
2019,1,后里光電,91.125,3619,1.28,臺中市后里區廣福里,24.296014,120.727262
2019,1,民雄光電,60,2025,1.09,嘉義縣民雄鄉文隆村,23.539493,120.425713
2019,1,永安鹽灘光電,4636.8,483665,3.36,高雄市永安區鹽田里,22.838301,120.206682
2019,1,興達電廠生水池,1627.65,166450,3.3,高雄市永安區興達路6號,22.85893,120.2006475
2019,1,路北光電,60.03,5842,3.14,高雄市路竹區後鄉里,22.83792,120.247142
2019,1,核三廠光電,1458.24,143577,3.18,屏東縣恆春鎮南灣里,21.95814,120.7518569
2019,1,澎湖光電,70.61,4580,2.09,澎湖縣湖西鄉尖山村,23.5636,119.659678
2019,1,七美光電I,154.56,9662,2.02,澎湖縣七美鄉南港村,23.205850,119.442097
2019,1,金門光電,528,46081,2.82,金門縣金沙鎮西園里,24.4993,118.40342
2019,2,大潭光電,651.42,28241,1.55,桃園市觀音區大潭里電廠路1號,25.03115,121.0529
2019,2,中大光電,40.25,1800,1.6,桃園市中壢區三民里,24.972137,121.200708
2019,2,中部儲運光電,91.8,7126,2.77,臺中市后里區后里里,24.323175,120.726434
2019,2,新伯公光電,115.8,8725,2.69,臺中市東勢區上城里,24.221311,120.842605
2019,2,卓蘭光電,41.9,3626,3.09,苗栗縣卓蘭鎮老庄里,24.31509,120.83057
2019,2,台中電廠生水池,2123.04,175365,2.95,台中市龍井區,24.212951,120.490587
2019,2,龍井光電,6485.94,581115,3.2,臺中市龍井區福田里,24.20905,120.49464
2019,2,后里光電,91.125,3983,1.56,臺中市后里區廣福里,24.296014,120.727262
2019,2,民雄光電,60,2513,1.5,嘉義縣民雄鄉文隆村,23.539493,120.425713
2019,2,永安鹽灘光電,4636.8,557631,4.3,高雄市永安區鹽田里,22.838301,120.206682
2019,2,興達電廠生水池,1627.65,194639,4.27,高雄市永安區興達路6號,22.85893,120.2006475
2019,2,路北光電,60.03,6615,3.94,高雄市路竹區後鄉里,22.83792,120.247142
2019,2,核三廠光電,1458.24,157864,3.87,屏東縣恆春鎮南灣里,21.95814,120.7518569
2019,2,澎湖光電,70.61,4726,2.39,澎湖縣湖西鄉尖山村,23.5636,119.659678
2019,2,七美光電I,154.56,10260,2.37,澎湖縣七美鄉南港村,23.205850,119.442097
2019,2,金門光電,528,34698,2.35,金門縣金沙鎮西園里,24.4993,118.40342
2019,3,大潭光電,651.42,45814,2.27,桃園市觀音區大潭里電廠路1號,25.03115,121.0529
2019,3,中大光電,40.25,2825,2.26,桃園市中壢區三民里,24.972137,121.200708
2019,3,中部儲運光電,91.8,6529,2.29,臺中市后里區后里里,24.323175,120.726434
2019,3,新伯公光電,115.8,7655,2.13,臺中市東勢區上城里,24.221311,120.842605
2019,3,卓蘭光電,41.9,3074,2.37,苗栗縣卓蘭鎮老庄里,24.31509,120.83057
2019,3,台中電廠生水池,2123.04,183238,2.78,台中市龍井區,24.212951,120.490587
2019,3,龍井光電,6485.94,559409,2.78,臺中市龍井區福田里,24.20905,120.49464
2019,3,后里光電,91.125,3412,1.21,臺中市后里區廣福里,24.296014,120.727262
2019,3,民雄光電,60,2360,1.27,嘉義縣民雄鄉文隆村,23.539493,120.425713
2019,3,永安鹽灘光電,4636.8,506985,3.53,高雄市永安區鹽田里,22.838301,120.206682
2019,3,興達電廠生水池,1627.65,186120,3.69,高雄市永安區興達路6號,22.85893,120.2006475
2019,3,路北光電,60.03,6340,3.41,高雄市路竹區後鄉里,22.83792,120.247142
2019,3,核三廠光電,1458.24,179028,3.96,屏東縣恆春鎮南灣里,21.95814,120.7518569
2019,3,澎湖光電,70.61,6300,2.88,澎湖縣湖西鄉尖山村,23.5636,119.659678
2019,3,七美光電I,154.56,12007,2.51,澎湖縣七美鄉南港村,23.205850,119.442097
2019,3,金門光電,528,44929,2.74,金門縣金沙鎮西園里,24.4993,118.40342
2019,4,大潭光電,651.42,62486,3.2,桃園市觀音區大潭里電廠路1號,25.03115,121.0529
2019,4,中大光電,40.25,3400,2.82,桃園市中壢區三民里,24.972137,121.200708
2019,4,中部儲運光電,91.8,7852,2.85,臺中市后里區后里里,24.323175,120.726434
2019,4,新伯公光電,115.8,9623,2.77,臺中市東勢區上城里,24.221311,120.842605
2019,4,卓蘭光電,41.9,3802,3.02,苗栗縣卓蘭鎮老庄里,24.31509,120.83057
2019,4,台中電廠生水池,2123.04,206878,3.25,台中市龍井區,24.212951,120.490587
2019,4,龍井光電,6485.94,624497,3.21,臺中市龍井區福田里,24.20905,120.49464
2019,4,后里光電,91.125,3062,1.12,臺中市后里區廣福里,24.296014,120.727262
2019,4,民雄光電,60,2863,1.59,嘉義縣民雄鄉文隆村,23.539493,120.425713
2019,4,永安鹽灘光電,4636.8,617396,4.44,高雄市永安區鹽田里,22.838301,120.206682
2019,4,興達電廠生水池,1627.65,210045,4.3,高雄市永安區興達路6號,22.85893,120.2006475
2019,4,路北光電,60.03,7121,3.95,高雄市路竹區後鄉里,22.83792,120.247142
2019,4,核三廠光電,1458.24,184397,4.22,屏東縣恆春鎮南灣里,21.95814,120.7518569
2019,4,澎湖光電,70.61,7504,3.54,澎湖縣湖西鄉尖山村,23.5636,119.659678
2019,4,七美光電I,154.56,13548,2.92,澎湖縣七美鄉南港村,23.205850,119.442097
2019,4,金門光電,528,48798,3.08,金門縣金沙鎮西園里,24.4993,118.40342
2019,4,七美光電II,199.72,25514,4.26,澎湖縣七美鄉南港村,23.19373,119.42216
2019,4,龍潭光電,162,15573,3.2,桃園市龍潭區,24.843098,121.187895
2019,4,竹工光電,228,23582,3.45,新竹縣湖口鄉八德路三段135 巷30 號,24.890504,121.093135
2019,4,中科光電,198,22281,3.75,台中市西屯區中科路2號,24.205976,120.619625
2019,4,彰林光電,258,31841,4.11,彰化縣埤頭鄉,23.928664,120.454821
2019,4,七股光電,1799.5,240901,4.46,台南市七股區,23.096274,120.135854
2019,4,高雄ES,379.76,48264,4.24,高雄市永安區,22.858936,120.200559
2019,4,燕巢光電,497.76,61203,4.1,高雄市燕巢區,22.760482,120.348182
2019,4,大潭GIS,710.04,72387,3.4,桃園市觀音區大潭里,25.02966,121.0512583
2019,4,北儲光電,907.68,93435,3.43,桃園市觀音區大潭里,25.026518,121.060315
2019,5,大潭光電,651.42,57139,2.83,桃園市觀音區大潭里電廠路1號,25.03115,121.0529
2019,5,中大光電,40.25,3026,2.43,桃園市中壢區三民里,24.972137,121.200708
2019,5,中部儲運光電,91.8,6595,2.32,臺中市后里區后里里,24.323175,120.726434
2019,5,新伯公光電,115.8,6508,1.81,臺中市東勢區上城里,24.221311,120.842605
2019,5,卓蘭光電,41.9,2834,2.18,苗栗縣卓蘭鎮老庄里,24.31509,120.83057
2019,5,台中電廠生水池,2123.04,191837,2.96,台中市龍井區,24.212951,120.490587
2019,5,龍井光電,6485.94,591014,2.93,臺中市龍井區福田里,24.20905,120.49464
2019,5,后里光電,91.125,2335,0.83,臺中市后里區廣福里,24.296014,120.727262
2019,5,民雄光電,60,2196,1.18,嘉義縣民雄鄉文隆村,23.539493,120.425713
2019,5,永安鹽灘光電,4636.8,507230,3.53,高雄市永安區鹽田里,22.838301,120.206682
2019,5,興達電廠生水池,1627.65,185461,3.65,高雄市永安區興達路6號,22.85893,120.2006475
2019,5,路北光電,60.03,5983,3.22,高雄市路竹區後鄉里,22.83792,120.247142
2019,5,核三廠光電,1458.24,150885,3.46,屏東縣恆春鎮南灣里,21.95814,120.7518569
2019,5,澎湖光電,70.61,6733,3.08,澎湖縣湖西鄉尖山村,23.5636,119.659678
2019,5,七美光電I,154.56,13439,2.8,澎湖縣七美鄉南港村,23.205850,119.442097
2019,5,金門光電,528,45647,2.79,金門縣金沙鎮西園里,24.4993,118.40342
2019,5,七美光電II,199.72,22986,3.71,澎湖縣七美鄉南港村,23.19373,119.42216
2019,5,龍潭光電,162,12947,2.58,桃園市龍潭區,24.843098,121.187895
2019,5,竹工光電,228,21356,3.02,新竹縣湖口鄉八德路三段135 巷30 號,24.890504,121.093135
2019,5,中科光電,198,19006,3.1,台中市西屯區中科路2號,24.205976,120.619625
2019,5,彰林光電,258,27057,3.38,彰化縣埤頭鄉,23.928664,120.454821
2019,5,七股光電,1799.5,205554,3.68,台南市七股區,23.096274,120.135854
2019,5,高雄ES,379.76,42486,3.61,高雄市永安區,22.858936,120.200559
2019,5,燕巢光電,497.76,29747,1.93,高雄市燕巢區,22.760482,120.348182
2019,5,大潭GIS,710.04,70440,3.2,桃園市觀音區大潭里,25.02966,121.0512583
2019,5,北儲光電,907.68,89754,3.19,桃園市觀音區大潭里,25.026518,121.060315
2019,5,彰濱光電,99999.1,6507157,2.1,彰化縣鹿港鎮崙尾區,24.107342,120.395931
2019,6,大潭光電,651.42,48022,2.46,桃園市觀音區大潭里電廠路1號,25.03115,121.0529
2019,6,中大光電,40.25,3850,3.19,桃園市中壢區三民里,24.972137,121.200708
2019,6,中部儲運光電,91.8,8030,2.92,臺中市后里區后里里,24.323175,120.726434
2019,6,新伯公光電,115.8,8695,2.5,臺中市東勢區上城里,24.221311,120.842605
2019,6,卓蘭光電,41.9,3438,2.74,苗栗縣卓蘭鎮老庄里,24.31509,120.83057
2019,6,台中電廠生水池,2123.04,221705,3.53,台中市龍井區,24.212951,120.490587
2019,6,龍井光電,6485.94,680557,3.49,臺中市龍井區福田里,24.20905,120.49464
2019,6,后里光電,91.125,2700,0.99,臺中市后里區廣福里,24.296014,120.727262
2019,6,民雄光電,60,2342,1.3,嘉義縣民雄鄉文隆村,23.539493,120.425713
2019,6,永安鹽灘光電,4636.8,576892,4.15,高雄市永安區鹽田里,22.838301,120.206682
2019,6,興達電廠生水池,1627.65,193940,3.96,高雄市永安區興達路6號,22.85893,120.2006475
2019,6,路北光電,60.03,6279,3.49,高雄市路竹區後鄉里,22.83792,120.247142
2019,6,核三廠光電,1458.24,169326,4.09,屏東縣恆春鎮南灣里,21.95814,120.7518569
2019,6,澎湖光電,70.61,7979,3.77,澎湖縣湖西鄉尖山村,23.5636,119.659678
2019,6,七美光電I,154.56,14055,3.03,澎湖縣七美鄉南港村,23.205850,119.442097
2019,6,金門光電,528,48875,3.09,金門縣金沙鎮西園里,24.4993,118.40342
2019,6,七美光電II,199.72,24703,4.12,澎湖縣七美鄉南港村,23.19373,119.42216
2019,6,龍潭光電,162,16896,3.48,桃園市龍潭區,24.843098,121.187895
2019,6,竹工光電,228,25737,3.76,新竹縣湖口鄉八德路三段135 巷30 號,24.890504,121.093135
2019,6,中科光電,198,20953,3.53,台中市西屯區中科路2號,24.205976,120.619625
2019,6,彰林光電,258,30159,3.9,彰化縣埤頭鄉,23.928664,120.454821
2019,6,七股光電,1799.5,189176,3.5,台南市七股區,23.096274,120.135854
2019,6,高雄ES,379.76,45697,4.01,高雄市永安區,22.858936,120.200559
2019,6,燕巢光電,497.76,55200,3.7,高雄市燕巢區,22.760482,120.348182
2019,6,大潭GIS,710.04,83227,3.91,桃園市觀音區大潭里,25.02966,121.0512583
2019,6,北儲光電,907.68,94775,3.48,桃園市觀音區大潭里,25.026518,121.060315
2019,6,彰濱光電,99999.1,12693699,4.23,彰化縣鹿港鎮崙尾區,24.107342,120.395931